Date,Price,Open,High,Low,Vol.(millions),Change
07-12-2024,248.23,235.8,251.84,233.09,155.96,0.0299
07-11-2024,241.03,263.3,271,239.65,221.71,-0.0844
07-10-2024,263.26,262.8,267.59,257.86,128.52,0.0035
07-09-2024,262.33,251,265.61,250.3,160.74,0.0371
07-08-2024,252.94,247.71,259.44,244.57,157.22,0.0056
07-05-2024,251.52,249.81,252.37,242.46,154.50,0.0208
07-03-2024,246.39,234.56,248.35,234.25,166.56,0.0654
07-02-2024,231.26,218.89,231.3,218.06,205.05,0.1020
07-01-2024,209.86,201.02,213.23,200.85,135.69,0.0605
06/28/2024,197.88,199.55,203.2,195.26,95.44,0.0023
06/27/2024,197.42,195.17,198.72,194.05,72.75,0.0053
06/26/2024,196.37,186.54,197.76,186.36,95.74,0.0481
06/25/2024,187.35,184.4,187.97,182.01,63.68,0.0261
06/24/2024,182.58,184.97,188.8,182.55,61.99,-0.0023
06/21/2024,183.01,182.3,183.95,180.69,63.03,0.0079
06/20/2024,181.57,184.68,185.21,179.66,55.89,-0.0178
06/18/2024,184.86,186.56,187.2,182.37,68.98,-0.0138
06/17/2024,187.44,177.92,188.81,177,109.79,0.0530
06/14/2024,178.01,185.8,186,176.92,82.04,-0.0244
06/13/2024,182.47,188.39,191.08,181.23,118.98,0.0292
06-12-2024,177.29,171.12,180.55,169.8,90.39,0.0388
06-11-2024,170.66,173.92,174.75,167.41,64.76,-0.0180
06-10-2024,173.79,176.06,178.57,173.17,50.87,-0.0208
06-07-2024,177.48,176.13,179.35,175.58,56.25,-0.0026
06-06-2024,177.94,174.6,179.73,172.73,69.89,0.0168
06-05-2024,175,175.35,176.15,172.13,57.95,0.0013
06-04-2024,174.77,174.77,177.76,174,60.06,-0.0086
06-03-2024,176.29,178.13,182.64,174.49,68.57,-0.0101
05/31/2024,178.08,178.5,180.32,173.82,67.32,-0.0040
05/30/2024,178.79,178.57,182.67,175.38,77.79,0.0148
05/29/2024,176.19,174.19,178.15,173.93,54.78,-0.0032
05/28/2024,176.75,176.4,178.25,173.16,59.74,-0.0139
05/24/2024,179.24,174.84,180.08,173.73,65.58,0.0317
05/23/2024,173.74,181.8,181.9,173.26,71.98,-0.0354
05/22/2024,180.11,182.85,183.8,178.12,88.31,-0.0348
05/21/2024,186.6,175.51,186.88,174.71,115.27,0.0666
05/20/2024,174.95,177.56,177.75,173.52,61.73,-0.0141
05/17/2024,177.46,173.55,179.63,172.75,77.45,0.0150
05/16/2024,174.84,174.1,175.79,171.43,59.81,0.0049
05/15/2024,173.99,179.9,180,173.11,79.66,-0.0201
05/14/2024,177.55,174.5,179.49,174.07,86.41,0.0329
05/13/2024,171.89,170,175.4,169,67.02,0.0203
05-10-2024,168.47,173.05,173.06,167.75,72.63,-0.0204
05-09-2024,171.97,175.01,175.62,171.37,65.95,-0.0157
05-08-2024,174.72,171.59,176.06,170.15,79.97,-0.0174
05-07-2024,177.81,182.4,183.26,177.4,75.05,-0.0376
05-06-2024,184.76,183.8,187.56,182.2,84.39,0.0197
05-03-2024,181.19,182.1,184.78,178.42,75.49,0.0066
05-02-2024,180.01,182.86,184.6,176.02,89.15,0.0001
05-01-2024,179.99,182,185.86,179.01,92.83,-0.0180
04/30/2024,183.28,186.98,190.95,182.84,127.03,-0.0555
04/29/2024,194.05,188.42,198.87,184.54,243.87,0.1531
04/26/2024,168.29,168.85,172.12,166.37,109.82,-0.0111
04/25/2024,170.18,158.96,170.88,158.36,126.43,0.0497
04/24/2024,162.13,162.84,167.97,157.51,181.18,0.1206
04/23/2024,144.68,143.33,147.26,141.11,124.55,0.0185
04/22/2024,142.05,140.56,144.44,138.8,107.10,-0.0340
04/19/2024,147.05,148.97,150.94,146.22,87.08,-0.0192
04/18/2024,149.93,151.25,152.2,148.7,96.10,-0.0355
04/17/2024,155.45,157.64,158.33,153.78,82.44,-0.0106
04/16/2024,157.11,156.74,158.19,153.75,97.00,-0.0271
04/15/2024,161.48,170.24,170.69,161.38,100.25,-0.0559
04-12-2024,171.05,172.34,173.81,170.36,64.72,-0.0203
04-11-2024,174.6,172.55,175.88,168.51,94.52,0.0165
04-10-2024,171.76,173.04,174.93,170.01,84.53,-0.0289
04-09-2024,176.88,172.91,179.22,171.92,103.23,0.0225
04-08-2024,172.98,169.34,174.5,167.79,104.42,0.0490
04-05-2024,164.9,169.08,170.86,160.51,143.16,-0.0363
04-04-2024,171.11,170.07,177.19,168.01,123.16,0.0162
04-03-2024,168.38,164.02,168.82,163.28,82.95,0.0105
04-02-2024,166.63,164.75,167.69,163.43,116.65,-0.0490
04-01-2024,175.22,176.17,176.75,170.21,81.56,-0.0032
03/28/2024,175.79,177.45,179.57,175.3,77.66,-0.0225
03/27/2024,179.83,181.41,181.91,176,81.80,0.0122
03/26/2024,177.67,178.58,184.25,177.38,113.19,0.0292
03/25/2024,172.63,168.76,175.24,168.73,74.23,0.0105
03/22/2024,170.83,166.69,171.2,166.3,75.58,-0.0115
03/21/2024,172.82,176.39,178.18,171.8,73.18,-0.0162
03/20/2024,175.66,173,176.25,170.82,83.85,0.0253
03/19/2024,171.32,172.36,172.82,167.42,77.27,-0.0143
03/18/2024,173.8,170.02,174.72,165.9,108.21,0.0625
03/15/2024,163.57,163.16,165.18,160.76,97.15,0.0066
03/14/2024,162.5,167.77,171.17,160.51,126.33,-0.0412
03/13/2024,169.48,173.05,176.05,169.15,106.53,-0.0454
03-12-2024,177.54,177.77,179.43,172.41,87.39,-0.0013
03-11-2024,177.77,175.45,182.87,174.8,85.39,0.0139
03-08-2024,175.34,181.5,182.73,174.7,85.55,-0.0185
03-07-2024,178.65,174.35,180.04,173.7,102.13,0.0120
03-06-2024,176.54,179.99,181.58,173.7,107.92,-0.0232
03-05-2024,180.74,183.05,184.59,177.57,119.66,-0.0393
03-04-2024,188.14,198.73,199.75,186.72,134.34,-0.0716
03-01-2024,202.64,200.52,204.52,198.5,82.24,0.0038
02/29/2024,201.88,204.18,205.28,198.45,85.91,-0.0008
02/28/2024,202.04,200.42,205.3,198.44,99.81,0.0116
02/27/2024,199.73,204.04,205.6,198.26,108.65,0.0017
02/26/2024,199.4,192.29,201.78,192,111.75,0.0387
02/23/2024,191.97,195.31,197.57,191.5,78.84,-0.0276
02/22/2024,197.41,194,198.32,191.36,92.74,0.0136
02/21/2024,194.77,193.36,199.44,191.95,103.84,0.0052
02/20/2024,193.76,196.13,198.6,189.13,104.55,-0.0310
02/16/2024,199.95,202.06,203.17,197.4,111.35,-0.0025
02/15/2024,200.45,189.16,200.88,188.86,120.83,0.0622
02/14/2024,188.71,185.3,188.89,183.35,81.20,0.0255
02/13/2024,184.02,183.99,187.26,182.11,86.76,-0.0218
02-12-2024,188.13,192.11,194.73,187.28,95.50,-0.0281
02-09-2024,193.57,190.18,194.12,189.48,84.48,0.0212
02-08-2024,189.56,189,191.62,185.58,83.03,0.0106
02-07-2024,187.58,188.18,189.79,182.68,111.54,0.0134
02-06-2024,185.1,177.21,186.49,177.11,122.68,0.0223
02-05-2024,181.06,184.26,184.68,175.01,134.29,-0.0365
02-02-2024,187.91,185.04,188.69,182,110.61,-0.0050
02-01-2024,188.86,188.5,189.88,184.28,91.84,0.0084
01/31/2024,187.29,186.99,193.97,185.85,103.22,-0.0224
01/30/2024,191.59,195.33,196.36,190.61,109.98,0.0035
01/29/2024,190.93,185.63,191.48,183.67,125.01,0.0419
01/26/2024,183.25,185.5,186.78,182.1,107.34,0.0034
01/25/2024,182.63,189.7,193,180.06,198.08,-0.1213
01/24/2024,207.83,211.88,212.73,206.77,123.37,-0.0063
01/23/2024,209.14,211.3,215.65,207.75,106.61,0.0016
01/22/2024,208.8,212.26,217.8,206.27,117.95,-0.0160
01/19/2024,212.19,209.99,213.19,207.56,102.26,0.0015
01/18/2024,211.88,216.88,217.45,208.74,108.60,-0.0170
01/17/2024,215.55,214.86,215.67,212.01,103.16,-0.0198
01/16/2024,219.91,215.1,223.49,212.18,115.36,0.0047
01-12-2024,218.89,220.08,225.34,217.15,123.04,-0.0367
01-11-2024,227.22,230.57,230.93,225.37,105.87,-0.0287
01-10-2024,233.94,235.1,235.5,231.29,91.63,-0.0043
01-09-2024,234.96,238.11,238.96,232.04,96.71,-0.0228
01-08-2024,240.45,236.14,241.25,235.3,85.17,0.0125
01-05-2024,237.49,236.86,240.12,234.9,92.49,-0.0018
01-04-2024,237.93,239.25,242.7,237.73,102.63,-0.0022
01-03-2024,238.45,244.98,245.68,236.32,121.08,-0.0401
01-02-2024,248.42,250.08,251.25,244.41,104.65,-0.0002
12/29/2023,248.48,255.1,255.19,247.43,100.89,-0.0186
12/28/2023,253.18,263.66,265.13,252.71,113.62,-0.0316
12/27/2023,261.44,258.35,263.34,257.52,106.49,0.0188
12/26/2023,256.61,254.49,257.97,252.91,86.89,0.0161
12/22/2023,252.54,256.76,258.22,251.37,93.37,-0.0077
12/21/2023,254.5,251.9,254.8,248.55,109.59,0.0298
12/20/2023,247.14,256.41,259.84,247,125.10,-0.0392
12/19/2023,257.22,253.48,258.34,253.01,106.74,0.0204
12/18/2023,252.08,253.78,258.74,251.36,116.42,-0.0056
12/15/2023,253.5,251.21,254.13,248.3,135.93,0.0098
12/14/2023,251.05,241.22,253.88,240.79,160.83,0.0491
12/13/2023,239.29,234.19,240.3,228.2,146.29,0.0096
12-12-2023,237.01,238.55,238.99,233.87,95.33,-0.0114
12-11-2023,239.74,242.74,243.44,237.45,97.91,-0.0168
12-08-2023,243.84,240.27,245.27,239.27,103.13,0.0049
12-07-2023,242.64,241.55,244.08,236.98,107.14,0.0137
12-06-2023,239.37,242.92,246.57,239.17,126.44,0.0027
12-05-2023,238.72,233.87,246.66,233.7,137.97,0.0133
12-04-2023,235.58,235.75,239.37,233.29,104.10,-0.0136
12-01-2023,238.83,233.14,240.19,231.9,121.33,-0.0052
11/30/2023,240.08,245.14,245.22,236.91,132.35,-0.0166
11/29/2023,244.14,249.21,252.75,242.76,135.40,-0.0105
11/28/2023,246.72,236.68,247,234.01,148.55,0.0451
11/27/2023,236.08,236.89,238.33,232.1,112.03,0.0027
11/24/2023,235.45,233.75,238.75,232.33,65.13,0.0053
11/22/2023,234.21,242.04,244.01,231.4,118.12,-0.0290
11/21/2023,241.2,235.04,243.62,233.34,122.29,0.0238
11/20/2023,235.6,234.04,237.1,231.02,116.56,0.0055
11/17/2023,234.3,232,237.39,226.54,142.77,0.0030
11/16/2023,233.59,239.49,240.88,230.96,136.82,-0.0381
11/15/2023,242.84,239.29,246.7,236.45,150.35,0.0229
11/14/2023,237.41,235.03,238.13,230.72,149.77,0.0612
11/13/2023,223.71,215.6,225.4,211.61,140.45,0.0422
11-10-2023,214.65,210.03,215.38,205.69,131.31,0.0222
11-09-2023,209.98,219.75,220.8,206.68,142.11,-0.0546
11-08-2023,222.11,223.15,224.15,217.64,106.59,-0.0003
11-07-2023,222.18,219.98,223.12,215.72,116.90,0.0133
11-06-2023,219.27,223.98,226.32,215,117.34,-0.0031
11-03-2023,219.96,221.15,226.37,218.4,119.54,0.0066
11-02-2023,218.51,212.97,219.2,211.45,125.99,0.0625
11-01-2023,205.66,204.04,205.99,197.85,121.66,0.0240
10/31/2023,200.84,196.12,202.8,194.07,118.07,0.0176
10/30/2023,197.36,209.28,210.88,194.67,136.45,-0.0479
10/27/2023,207.3,210.6,212.41,205.77,94.88,0.0075
10/26/2023,205.76,211.32,214.8,204.88,115.11,-0.0314
10/25/2023,212.42,215.88,220.1,212.2,107.07,-0.0189
10/24/2023,216.52,216.5,222.05,214.11,118.23,0.0209
10/23/2023,212.08,210,216.98,202.51,150.68,0.0004
10/20/2023,211.99,217.01,218.86,210.42,138.01,-0.0369
10/19/2023,220.11,225.95,230.61,216.78,170.77,-0.0930
10/18/2023,242.68,252.7,254.63,242.08,125.15,-0.0478
10/17/2023,254.85,250.1,257.18,247.08,93.56,0.0037
10/16/2023,253.92,250.05,255.4,248.48,88.92,0.0112
10/13/2023,251.12,258.9,259.6,250.22,102.30,-0.0299
10-12-2023,258.87,262.92,265.41,256.63,111.51,-0.0157
10-11-2023,262.99,266.2,268.6,260.9,103.71,-0.0024
10-10-2023,263.62,257.75,268.94,257.65,122.66,0.0152
10-09-2023,259.67,255.31,261.36,252.05,101.38,-0.0033
10-06-2023,260.53,253.98,261.65,250.65,118.12,0.0018
10-05-2023,260.05,260,263.6,256.25,119.16,-0.0043
10-04-2023,261.16,248.14,261.86,247.6,129.72,0.0593
10-03-2023,246.53,248.61,250.02,244.45,101.99,-0.0202
10-02-2023,251.6,244.81,254.28,242.62,123.81,0.0055
09/29/2023,250.22,250,254.77,246.35,128.52,0.0156
09/28/2023,246.38,240.02,247.55,238.65,117.06,0.0244
09/27/2023,240.5,244.26,245.33,234.58,136.60,-0.0148
09/26/2023,244.12,242.98,249.55,241.66,101.99,-0.0116
09/25/2023,246.99,243.38,247.1,238.31,104.64,0.0086
09/22/2023,244.88,257.4,257.79,244.48,127.52,-0.0423
09/21/2023,255.7,257.85,260.86,254.21,119.95,-0.0262
09/20/2023,262.59,267.04,273.93,262.46,122.52,-0.0147
09/19/2023,266.5,264.35,267.85,261.2,103.70,0.0046
09/18/2023,265.28,271.16,271.44,263.76,101.54,-0.0332
09/15/2023,274.39,277.55,278.98,271,133.69,-0.0060
09/14/2023,276.04,271.32,276.71,270.42,107.71,0.0175
09/13/2023,271.3,270.07,274.98,268.1,111.67,0.0143
09-12-2023,267.48,270.76,278.39,266.6,136.00,-0.0223
09-11-2023,273.58,264.27,274.85,260.61,174.67,0.1009
09-08-2023,248.5,251.22,256.52,246.67,118.56,-0.0119
09-07-2023,251.49,245.07,252.81,243.26,115.31,-0.0017
09-06-2023,251.92,255.13,255.39,245.06,116.96,-0.0178
09-05-2023,256.49,245,258,244.86,129.47,0.0469
09-01-2023,245.01,257.26,259.08,242.01,132.54,-0.0506
08/31/2023,258.08,255.98,261.18,255.05,108.86,0.0046
08/30/2023,256.9,254.2,260.51,250.59,121.99,-0.0011
08/29/2023,257.18,238.58,257.48,237.77,134.05,0.0769
08/28/2023,238.82,242.58,244.38,235.35,107.67,0.0010
08/25/2023,238.59,231.31,239,230.35,106.61,0.0372
08/24/2023,230.04,238.66,238.92,228.18,99.78,-0.0288
08/23/2023,236.86,229.34,238.98,229.29,101.08,0.0157
08/22/2023,233.19,240.25,240.82,229.55,130.60,0.0083
08/21/2023,231.28,221.55,232.13,220.58,135.70,0.0733
08/18/2023,215.49,214.12,217.58,212.36,136.28,-0.0170
08/17/2023,219.22,226.06,226.74,218.83,120.72,-0.0283
08/16/2023,225.6,228.02,233.97,225.38,112.49,-0.0316
08/15/2023,232.96,238.73,240.5,232.61,88.20,-0.0284
08/14/2023,239.76,235.7,240.66,233.75,98.60,-0.0119
08-11-2023,242.65,241.77,243.79,238.02,99.04,-0.0110
08-10-2023,245.34,245.4,251.8,243,109.50,0.0130
08-09-2023,242.19,250.87,251.1,241.9,101.60,-0.0301
08-08-2023,249.7,247.45,250.92,245.01,96.64,-0.0070
08-07-2023,251.45,251.45,253.65,242.76,111.10,-0.0095
08-04-2023,253.86,260.97,264.77,253.11,99.54,-0.0211
08-03-2023,259.32,252.04,260.49,252,97.83,0.0205
08-02-2023,254.11,255.57,259.52,250.49,101.75,-0.0267
08-01-2023,261.07,266.26,266.47,260.25,83.65,-0.0238
07/31/2023,267.43,267.48,269.08,263.78,84.58,0.0037
07/28/2023,266.44,259.86,267.25,258.23,111.45,0.0420
07/27/2023,255.71,268.31,269.13,255.3,103.70,-0.0327
07/26/2023,264.35,263.25,268.04,261.75,95.86,-0.0035
07/25/2023,265.28,272.38,272.9,265,112.76,-0.0140
07/24/2023,269.06,255.85,269.85,254.12,137.00,0.0348
07/21/2023,260.02,268,268,255.8,161.80,-0.0110
07/20/2023,262.9,279.56,280.93,261.2,175.16,-0.0974
07/19/2023,291.26,296.04,299.29,289.52,142.36,-0.0071
07/18/2023,293.34,290.15,295.26,286.01,112.44,0.0102
07/17/2023,290.38,286.63,292.23,283.57,131.57,0.0320
07/14/2023,281.38,277.01,285.3,276.31,120.06,0.0125
07/13/2023,277.9,274.59,279.45,270.6,112.68,0.0217
07-12-2023,271.99,276.33,276.52,271.46,95.67,0.0082
07-11-2023,269.79,268.65,270.9,266.37,91.97,0.0007
07-10-2023,269.61,276.47,277.52,265.1,119.43,-0.0176
07-07-2023,274.43,278.43,280.78,273.77,113.88,-0.0076
07-06-2023,276.54,278.09,279.97,272.88,120.71,-0.0210
07-05-2023,282.48,278.82,283.85,277.6,131.53,0.0095
07-03-2023,279.82,276.49,284.25,275.11,119.69,0.0690
06/30/2023,261.77,260.6,264.45,259.89,112.62,0.0166
06/29/2023,257.5,258.03,260.74,253.61,131.28,0.0049
06/28/2023,256.24,249.7,259.88,248.89,159.77,0.0241
06/27/2023,250.21,243.24,250.39,240.85,164.97,0.0380
06/26/2023,241.05,250.07,258.37,240.7,179.99,-0.0606
06/23/2023,256.6,259.29,262.45,252.8,177.46,-0.0303
06/22/2023,264.61,250.77,265,248.25,166.88,0.0198
06/21/2023,259.46,275.13,276.99,257.78,211.80,-0.0546
06/20/2023,274.45,261.5,274.75,261.12,165.61,0.0534
06/16/2023,260.54,258.92,263.6,257.21,167.92,0.0181
06/15/2023,255.9,248.4,258.95,247.29,160.17,-0.0035
06/14/2023,256.79,260.17,261.57,250.5,170.58,-0.0074
06/13/2023,258.71,253.51,259.68,251.34,162.38,0.0355
06-12-2023,249.83,247.94,250.97,244.59,150.74,0.0222
06-09-2023,244.4,249.07,252.42,242.02,200.24,0.0406
06-08-2023,234.86,224.22,235.23,223.01,164.49,0.0458
06-07-2023,224.57,228,230.83,223.2,185.71,0.0147
06-06-2023,221.31,216.14,221.91,212.53,146.91,0.0170
06-05-2023,217.61,217.8,221.29,214.52,151.14,0.0170
06-02-2023,213.97,210.15,217.25,209.75,164.40,0.0311
06-01-2023,207.52,202.59,209.8,199.37,148.03,0.0176
05/31/2023,203.93,199.78,203.95,195.12,150.71,0.0138
05/30/2023,201.16,200.1,204.48,197.53,128.82,0.0414
05/26/2023,193.17,184.62,198.6,184.53,162.06,0.0472
05/25/2023,184.47,186.54,186.78,180.58,96.87,0.0086
05/24/2023,182.9,182.23,184.22,178.22,137.60,-0.0154
05/23/2023,185.77,186.2,192.96,185.26,156.95,-0.0164
05/22/2023,188.87,180.7,189.32,180.11,132.00,0.0485
05/19/2023,180.14,177.17,181.95,176.31,136.20,0.0184
05/18/2023,176.89,174.22,177.06,172.45,109.52,0.0174
05/17/2023,173.86,168.41,174.5,167.18,125.47,0.0441
05/16/2023,166.52,165.65,169.52,164.35,98.29,0.0010
05/15/2023,166.35,167.65,169.76,164.55,105.59,-0.0097
05-12-2023,167.98,176.07,177.38,167.23,157.85,-0.0238
05-11-2023,172.08,168.7,173.57,166.79,103.89,0.0210
05-10-2023,168.54,172.55,174.43,166.68,119.84,-0.0036
05-09-2023,169.15,168.95,169.82,166.56,88.97,-0.0154
05-08-2023,171.79,173.72,173.8,169.19,112.25,0.0102
05-05-2023,170.06,163.97,170.79,163.51,107.61,0.0550
05-04-2023,161.2,162.71,162.95,159.65,95.11,0.0037
05-03-2023,160.61,160.01,165,159.91,119.73,0.0019
05-02-2023,160.31,161.88,165.49,158.93,128.26,-0.0094
05-01-2023,161.83,163.17,163.28,158.83,109.02,-0.0151
04/28/2023,164.31,160.9,165,157.32,122.52,0.0257
04/27/2023,160.19,152.64,160.48,152.37,127.02,0.0419
04/26/2023,153.75,160.29,160.67,153.14,153.36,-0.0431
04/25/2023,160.67,159.82,163.47,158.75,122.00,-0.0116
04/24/2023,162.55,164.65,165.65,158.61,140.01,-0.0153
04/21/2023,165.08,164.8,166,161.32,123.54,0.0128
04/20/2023,162.99,166.16,169.7,160.56,210.97,-0.0975
04/19/2023,180.59,179.1,183.5,177.65,125.73,-0.0202
04/18/2023,184.31,187.15,187.69,183.58,92.07,-0.0146
04/17/2023,187.04,186.32,189.69,182.69,116.66,0.0110
04/14/2023,185,183.95,186.28,182.01,96.44,-0.0048
04/13/2023,185.9,182.96,186.5,180.94,112.93,0.0297
04-12-2023,180.54,190.74,191.58,180.31,150.26,-0.0335
04-11-2023,186.79,186.69,189.19,185.65,115.77,0.0124
04-10-2023,184.51,179.94,185.1,176.11,142.16,-0.0030
04-06-2023,185.06,183.08,186.39,179.74,123.86,-0.0025
04-05-2023,185.52,190.51,190.68,183.76,133.88,-0.0367
04-04-2023,192.58,197.32,198.74,190.32,126.46,-0.0112
04-03-2023,194.77,199.91,202.69,192.2,169.55,-0.0612
03/31/2023,207.46,197.53,207.79,197.2,170.22,0.0624
03/30/2023,195.28,195.58,197.33,194.42,110.25,0.0072
03/29/2023,193.88,193.13,195.29,189.44,123.66,0.0248
03/28/2023,189.19,192,192.35,185.43,98.66,-0.0137
03/27/2023,191.81,194.41,197.39,189.94,120.85,0.0074
03/24/2023,190.41,191.65,192.36,187.15,116.53,-0.0094
03/23/2023,192.22,195.26,199.31,188.65,144.19,0.0056
03/22/2023,191.15,199.3,200.66,190.95,150.38,-0.0325
03/21/2023,197.58,188.28,198,188.04,153.39,0.0782
03/20/2023,183.25,178.08,186.44,176.35,129.68,0.0173
03/17/2023,180.13,184.51,186.22,177.33,133.20,-0.0217
03/16/2023,184.13,180.37,185.81,178.84,121.37,0.0204
03/15/2023,180.45,180.8,182.34,176.03,146.00,-0.0153
03/14/2023,183.26,177.31,183.8,177.14,143.72,0.0503
03/13/2023,174.48,167.46,177.35,163.91,167.79,0.0060
03-10-2023,173.44,175.13,178.29,168.44,191.49,0.0030
03-09-2023,172.92,180.25,185.18,172.51,170.02,-0.0499
03-08-2023,182,185.04,186.5,180,151.90,-0.0304
03-07-2023,187.71,191.38,194.2,186.1,148.13,-0.0315
03-06-2023,193.81,198.54,198.6,192.3,128.10,-0.0201
03-03-2023,197.79,194.79,200.48,192.88,154.19,0.0361
03-02-2023,190.9,186.74,193.75,186.01,181.98,-0.0585
03-01-2023,202.77,206.21,207.2,198.52,156.85,-0.0143
02/28/2023,205.71,210.59,211.23,203.75,153.14,-0.0092
02/27/2023,207.63,202.03,209.42,201.26,161.03,0.0546
02/24/2023,196.88,196.32,197.67,192.8,142.23,-0.0257
02/23/2023,202.07,203.91,205.14,196.33,146.36,0.0060
02/22/2023,200.86,197.93,201.99,191.78,191.83,0.0177
02/21/2023,197.37,204.99,209.71,197.22,180.02,-0.0525
02/17/2023,208.31,199.99,208.44,197.5,213.74,0.0310
02/16/2023,202.04,210.78,217.65,201.84,229.59,-0.0569
02/15/2023,214.24,211.76,214.66,206.11,182.11,0.0238
02/14/2023,209.25,191.94,209.82,189.44,216.46,0.0751
